"GeneID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"silver_rep1"	"silver_rep2"	"silver_rep3"	"silver_rep4"	"silver_rep5"	"silver_rep6"	"yellow_rep1"	"yellow_rep2"	"yellow_rep3"	"yellow_rep4"	"yellow_rep5"	"yellow_rep6"
"127"	"TRINITY_DN10284_c0_g1"	-1.15777908678927	-0.341577568151271	-4.82832320544749	0.000299733792187449	0.00348457984776287	0.575550438614345	49	52	40	64	46	34	16	6	10	17	18	15
"128"	"TRINITY_DN10285_c1_g1"	-1.91829305366514	1.12246591803629	-5.77426006145559	5.63927196378839e-05	0.00136070660781266	2.13284861380351	189	197	207	159	167	122	59	7	14	26	36	77
"129"	"TRINITY_DN10286_c0_g1"	-0.864665850872008	4.6166756459305	-6.22919068483386	2.63842368569274e-05	0.00091170323034795	2.58599001373093	1208	1333	1325	1218	1099	1192	739	239	377	523	601	625
"130"	"TRINITY_DN10288_c0_g1"	0.560612701661824	3.43797527226889	2.99218215576019	0.010067358134694	0.0358673855875573	-3.23979406079623	393.89	338.33	347.69	379.99	350.11	303.19	330.78	555.04	193.51	335.87	392.83	414.88
"131"	"TRINITY_DN1029_c0_g1"	-0.969556096823734	1.27781618537709	-3.57454232615225	0.00322966584425957	0.016343257587132	-1.82188513478666	154	133	114	115	196	116	28	25	28	65	72	83
"132"	"TRINITY_DN10295_c0_g1"	1.27641127262121	-0.190323749145257	4.02998888435615	0.00133915771820969	0.00900679505545689	-0.844277024402923	21.03	21.93	16.16	39.87	31.74	12	32.28	41.82	32.74	34.29	49.05	25.04
"133"	"TRINITY_DN10298_c0_g1"	-0.866101184139642	1.73105986138899	-4.41931775877673	0.000639725559194575	0.00552954494238551	-0.289809659000246	167	176	164	184	161	234	80	41	40	58	73	110
"134"	"TRINITY_DN1030_c0_g3"	-1.62932973217744	0.590174819957538	-5.76198091606624	5.75837857797316e-05	0.00137296383406963	2.12077445589184	120	109	133	79	138	76	30	11	9	23	24	53
"135"	"TRINITY_DN10301_c1_g1"	-0.36808085646553	4.51594082447866	-3.14889953653211	0.00741382687169834	0.0290948766940005	-3.11364939533977	1025.01	989	821	1064.62	1137	838	588	376	411	542	656	793.95
"136"	"TRINITY_DN10304_c0_g1"	-1.21639639883201	2.52902717567552	-2.84469051152734	0.0134149729163635	0.0439938979398874	-3.35837169662638	338	320	326	297	526	374	176	37	25	64	196	376
"137"	"TRINITY_DN10309_c0_g1"	0.829519817152412	3.11081085912496	3.8954555931946	0.00173423869987007	0.0106735286598415	-1.45538163315029	155	247	259	334	305	278	266	339	281	258	380	331
"138"	"TRINITY_DN1031_c0_g1"	-0.695124834613341	7.16315419484485	-5.24877354398256	0.000140533627129647	0.00226973349899237	0.516560498629658	5423.8	6052.32	6618.03	6855.97	5369.23	6265.68	5452.07	2678.66	2524.59	2790.99	3583.37	3932.18
"139"	"TRINITY_DN10312_c0_g1"	-0.711990057663186	5.23861822095639	-6.09802873801404	3.27469282642189e-05	0.00101096500337111	2.27982670964465	2005.6	1630.38	1590.7	2042.97	1726.1	1525.38	1005.19	564.44	533.06	887.34	933.67	1141.72
"140"	"TRINITY_DN10319_c0_g3"	0.780409777041239	5.04283929711931	5.75899715411283	5.78771704331068e-05	0.00137445592094445	1.7112766294144	795.87	1066.54	852.27	931.55	1147.22	870.74	1374.9	1282.83	1385.81	1123.66	1239.15	1120.53
"141"	"TRINITY_DN1032_c0_g1"	0.626704443608384	5.46187356233519	6.77043064656663	1.10927317213631e-05	0.000624871295421992	3.35634929747756	1284	1391	1284	1330	1271	1212	1841	1599	1648	1559	1417	1569
"142"	"TRINITY_DN10320_c0_g1"	0.854927772673651	5.52609690723119	7.20904752510684	5.65766955563977e-06	0.000462940401724828	4.04412266989959	1523	1486	1044	1095	1481	997	1883	1737	1722	1925	1654	2023
"143"	"TRINITY_DN10322_c0_g2"	-2.05744457170507	2.42481933461198	-7.33363364296331	4.69434910966689e-06	0.000445372940237899	4.5157754883126	495	382	472	339	439	514	142	28	34	53	86	145
"144"	"TRINITY_DN10322_c0_g3"	-1.61375149211654	-1.12515829646802	-3.23650858448925	0.00624719953213133	0.0257106650455436	-2.18527666850028	35.64	24.63	36.86	38.66	32.17	29	12.57	4	0	9	14.52	12
"145"	"TRINITY_DN10324_c0_g1"	-0.942648276390301	2.36882132380851	-4.29706374933814	0.000805425001741895	0.00642893604711421	-0.586152564785426	251	324	330	258	306	263	121	47	56	82	145	202
"146"	"TRINITY_DN10328_c0_g2"	1.31969791952465	-1.42474721504996	3.57907343914599	0.00320130675383971	0.0162574623441444	-1.5742591548831	10.55	20.32	6.08	6.24	12.34	7.24	13.51	6.04	11.62	23.35	13.92	26.26
"147"	"TRINITY_DN1033_c1_g1"	-1.06959242597135	1.98763280618242	-3.7843985860331	0.00214904881646812	0.0123942742531001	-1.50729147371801	268	282	295	222	220	136	80	26	41	72	138	138
"148"	"TRINITY_DN10330_c0_g1"	-0.712636553403522	3.18828762901826	-3.34984062279807	0.00500615599753923	0.0221464143190186	-2.50847595926114	461	417	423	742	408	388	260	104	105	267	203	256
"149"	"TRINITY_DN10333_c0_g1"	0.871334455231397	2.24841693422025	3.28827180069284	0.00564611736265769	0.0240332351635682	-2.49645435833767	106.42	137	186.75	172	128	115	157	204	229	192.02	110	152.54
"150"	"TRINITY_DN10334_c0_g1"	-0.844506883887354	3.47987976687925	-3.57617132125139	0.0032194412284872	0.0163128991843071	-2.11477698323667	647	686.95	707	517.43	412	597	358.12	105.08	112.57	192.73	295	417.77
"151"	"TRINITY_DN10335_c0_g1"	-0.744793723333116	5.35207226060211	-5.87579016794802	4.7480759892588e-05	0.00123942736623878	1.88276306768148	1963	2219	1875	2121.51	1617	1654	1274	683	524	838	1027	1129
"152"	"TRINITY_DN10335_c0_g2"	-0.519039199720598	3.97751310161562	-2.93214474822635	0.0113168003019172	0.0390260622166337	-3.43542018735591	674	903	749	801	590	676	480	218	173	352	458	577
"153"	"TRINITY_DN10338_c0_g1"	1.23728986855739	1.86835287213351	4.93967732541881	0.000244702205630848	0.00310879109870953	0.640762006275716	132	129.22	115.41	105	54	57	116.6	161	156	137	160.89	154
"154"	"TRINITY_DN10339_c0_g1"	1.36886248761022	4.28861575434815	3.6585694394664	0.00274281028962371	0.0146014709544579	-2.08827282890833	614	715	184	616	393	532	539	741	1649	1133	1107	650
"155"	"TRINITY_DN10341_c0_g1"	0.695665946764104	5.29253776052614	4.94495363299941	0.000242371006611469	0.0030961464769773	0.206370470171524	1267	1076	1119	1153	1105	1062	1326	1639	1604	1650	1446	1162
"156"	"TRINITY_DN10343_c0_g1"	-0.907300567819591	3.0560557693668	-4.51283706864904	0.000536976235596188	0.00493716857931128	-0.267416513072984	554	494	414	429	418	393	131	82	159	131	283	240
"157"	"TRINITY_DN10344_c0_g1"	-0.959422980424147	0.199524850919265	-3.98561737311422	0.00145811420358712	0.00952323501686618	-0.949066655694251	82	71	73	53.62	75	38	37	13	13	19	20	32
"158"	"TRINITY_DN10348_c0_g1"	-1.62666420122891	0.942332536999256	-4.87196539368277	0.000276774655775615	0.00334039744009888	0.602158028803577	139	169	113	117	117	166	60	21	9	40	50	18
"159"	"TRINITY_DN10348_c0_g2"	-1.35932448732827	0.180156866908433	-4.15182366205833	0.00106105214149052	0.00766598949787195	-0.638909428754052	88	92	50	59	61	96	27	11	9	33	27	12
"160"	"TRINITY_DN10349_c0_g1"	-2.13414589739598	-0.449074146683131	-6.02384877849078	3.7041966090616e-05	0.00107216830842303	2.4740045595265	71	60	93	32	78	50	7	3	8	8	18	11
"161"	"TRINITY_DN1035_c0_g1"	0.445979993428929	5.07056714915402	3.40173448559908	0.00452365275548856	0.0206092334958351	-2.7221709810617	1038.67	1173.67	944.61	1241.59	1148.56	879.63	1242.07	1319.02	993.22	1180.63	868.77	1214.03
"162"	"TRINITY_DN10354_c0_g1"	1.34289386176753	2.44610046451917	4.49809430050249	0.000551967607110822	0.00503505565024595	-0.225081065395997	167	234	123	58	160	131	183	253.98	241	297	230	190.03
"163"	"TRINITY_DN1036_c0_g2"	-0.331205362319268	5.48847972173748	-3.66134724390396	0.00272805130299894	0.0145491585516776	-2.27688002595058	1771.01	1892	2007.42	1665	1697.75	1809	1259	780	1058	1257	1174	1388
"164"	"TRINITY_DN1036_c2_g2"	-0.705351901196727	2.60585448914387	-2.85822392236415	0.0130668861588421	0.0431972751091137	-3.35358690106492	226	302	357	362.66	325	321	206	73	55	104.51	157	248.71
"165"	"TRINITY_DN10363_c0_g1"	1.1088742595638	1.49055406755106	3.60749168345753	0.00302910070073342	0.0156455317473253	-1.79179597433447	98	60	63	109	72	59	73	148	94	187	101	83
"166"	"TRINITY_DN10367_c2_g1"	1.59645288314392	-1.2567166705836	2.94998560059426	0.0109303169404719	0.0380527729577154	-2.69412224651541	24	20	9	3	13	4	22	34	28	17	10	13
"167"	"TRINITY_DN1037_c0_g1"	-0.812500266684554	5.59601892635179	-5.79780131607575	5.41808731056915e-05	0.00133220592564939	1.71483362829765	2300.27	1993.34	2478.12	2571.58	2241	2183.35	1435.76	685.01	620.35	999.74	1053.05	1685
"168"	"TRINITY_DN10371_c0_g1"	-0.646243326762442	2.56601294493702	-3.48175906492232	0.0038696410178122	0.0185276090828387	-2.1656807768135	280.99	370.99	251	325.94	256.75	298.9	164.78	94	59	135	143	188.68
"169"	"TRINITY_DN10373_c0_g1"	-0.701918797572833	5.59169338242943	-5.44393694029712	9.96722343713179e-05	0.00187921887355152	1.08586996989237	2110	2538	2255	2066	2020	2194	1404	668	679	1039	1347	1522
"170"	"TRINITY_DN10377_c0_g1"	2.18640992489485	-1.15676650590458	3.26702182270137	0.00588553279021573	0.024675076254977	-2.13420210172084	17	4	40	6	6	3	28	78	30	18	12	17
"171"	"TRINITY_DN10378_c0_g1"	-1.01892372076389	0.867181906566135	-2.78132631277644	0.0151696178844127	0.048137759559466	-3.24925667702299	80	163	51	105	142	127	55	12	29	46	25	52
"172"	"TRINITY_DN1038_c1_g2"	1.17044551224484	-1.51602753884338	2.98115030509933	0.0102862378677696	0.036408519714429	-2.61960671497941	11	11	16	5	8	10	15	13	15	23	9	9
"173"	"TRINITY_DN10380_c0_g1"	1.66279059684159	1.88737880261623	3.28548057289687	0.00567699974536588	0.0241171691231303	-2.4462983182654	58	84	198.58	71.8	56.49	68.11	104	260	564.69	87.84	163.85	141.47
"174"	"TRINITY_DN10381_c0_g1"	-0.975210960111502	2.57730561738617	-3.82889144607539	0.00197190996943461	0.0116948570239892	-1.49839681710382	294	363	361	323	364	316	207	40	66	92	157	214
"175"	"TRINITY_DN10381_c0_g3"	-1.11563707640496	2.13512307312108	-4.09989823026502	0.00117152377661269	0.00820471227708867	-0.927542171886554	284	252	329	386	279	111	96	49	47	71	114	117
"176"	"TRINITY_DN10382_c0_g2"	-1.70313721477234	3.7984197849744	-5.6248269780631	7.2829577188271e-05	0.00155980812025616	1.6693490545	922	992	894.96	1273.02	1056.97	690.98	375.55	63	85	293.14	229	453.81
"177"	"TRINITY_DN10383_c4_g1"	-1.36728930147602	0.697191502070412	-3.62350951412005	0.00293620181967814	0.0153144093301875	-1.65959057642413	66	147	141	74	127	103	63	10	20	14	23	61
"178"	"TRINITY_DN10384_c0_g1"	0.305913231767384	6.11550523278511	2.87782626415156	0.0125783983872502	0.0420017796100758	-3.89432354935815	2706	2146	2335	2053	2234	1823	2130	2651	2097	2356	2284	2284
"179"	"TRINITY_DN10389_c0_g1"	0.290540002343244	5.92470643294198	2.92787612072425	0.0114112526062167	0.03924334004387	-3.77013083061406	1837	2151	1777.06	1968	2152	1909	2088	1480	1714	2406.33	2204	2038
"180"	"TRINITY_DN1039_c2_g1"	-1.74041170091594	0.380219322535593	-4.64260316967177	0.000421861231447676	0.00425758363196975	0.232655156930567	66	111	142	79	78	125	21	5	12	12	29	54
"181"	"TRINITY_DN10394_c0_g2"	-1.43155821246762	-0.724865799305225	-4.48830962078245	0.000562155332933771	0.00508793698401731	-0.00186646353052211	50	38	44	27	53	30	7	6	5	5	18	18
"182"	"TRINITY_DN10410_c0_g1"	1.39093082647983	1.04430505014773	3.08406506701397	0.0084148164075339	0.0316673101339889	-2.72090010514597	92	100	50	105	24	13	110	104	49	56	150	90
"183"	"TRINITY_DN10411_c0_g1"	-2.42186932768643	-0.749638475913256	-3.61116219475181	0.00300755316506475	0.015578875725871	-1.53006053425334	51	40	47	53	88	73	3	1	0	15	35	25
"184"	"TRINITY_DN10412_c0_g1"	0.290420147816997	5.97150547742849	2.77462464309266	0.0153678535889839	0.0486289004682818	-4.06780867792684	2164	2167	1874.16	1876.98	2063.99	1913	1917.98	2394.99	2110.99	1977.23	1957	2036
"185"	"TRINITY_DN10413_c0_g1"	-1.07466150316606	0.356173750035118	-3.64104881492121	0.00283778513497931	0.0149671024503696	-1.59703067736487	92	52	74	61	98	78	19	18	11	17	47	40
"186"	"TRINITY_DN10416_c0_g1"	1.79568604214826	0.227062383986071	3.64572156666448	0.00281213393775643	0.0148704872683153	-1.57864270028182	16.1	33.37	22.27	19.7	28.6	29.45	27.79	151	37.72	39.95	121.81	43.74
"187"	"TRINITY_DN10421_c0_g1"	0.561557626819762	5.00519957951023	4.80419228223299	0.000313268710189526	0.00355027349818895	-0.0139886500530073	1065	948	958	1025	986	905	1100	1284	1000	1312	1019	1070
"188"	"TRINITY_DN10429_c0_g1"	0.551266680359617	2.99927218128484	2.93345296007736	0.0112880081392441	0.03896037680946	-3.28135843596987	278	262	265	256	254	243	322	249	293	216	303	185
"189"	"TRINITY_DN10429_c0_g2"	0.604559816095684	5.30417833710439	5.69580169910337	6.44731668696805e-05	0.00144926872816283	1.56351781568191	1307	1177	1072	1214	1159	1141	1741	1370	1374	1505	1243	1286
"190"	"TRINITY_DN1043_c0_g1"	-1.2162082766787	3.56563697763508	-3.84106531005746	0.0019260849557989	0.0114945150930305	-1.60963493766686	757	540	782	787	658	742	358	116	48	237	328	415
"191"	"TRINITY_DN10430_c0_g1"	0.772648299955503	-0.0609150337387215	3.24095543108452	0.00619313925196536	0.0255696647136754	-2.30733814083299	29	34	26	24	32	28	24.05	31	30	44	25.03	44
"192"	"TRINITY_DN10437_c0_g1"	-0.821989915297721	1.67898241233541	-4.00746330110927	0.00139825257080928	0.00927414169359128	-1.0532909228935	151	149	165	154	263	147	59	70	53	70	51	75
"193"	"TRINITY_DN1044_c0_g1"	-0.274987041749317	5.38718951435311	-3.53438419599397	0.00349237881173129	0.0172340194441041	-2.50942196681624	1743	1674	1793	1638	1667	1433	1175	798	879	1196	1240	1265
"194"	"TRINITY_DN10441_c0_g1"	0.569683296981302	6.64306394876229	4.78454442621891	0.000324756791199943	0.00363705742720374	-0.284430400662953	3065	2929	2663	3078	2956	2468	3961	4591	4421	3164	3254	3283
"195"	"TRINITY_DN10447_c1_g1"	-0.971686320230016	3.67553874003248	-6.1869934949366	2.82759411728872e-05	0.000950897443370452	2.62798290623575	624.57	821.31	815	693	713	502.18	309	126	207	245	330.35	281.63
"196"	"TRINITY_DN10447_c1_g2"	1.16514145350171	-1.06412026050756	3.69478870071247	0.00255656700939138	0.0139229489348308	-1.389510560022	14	22	7	11	12	16	18	22	16	15	20	19
"197"	"TRINITY_DN10447_c1_g3"	0.640227018496178	2.74448917468065	4.27106589638595	0.000846029819932485	0.00664033129350492	-0.690926988064186	199.43	196.69	233	234	257	159.82	255	189	230	212	228.65	210.37
"198"	"TRINITY_DN10447_c3_g1"	-1.5012199644478	-1.93091956720168	-3.8478749472269	0.00190092679889093	0.0113841587012946	-1.09958437217994	21	18	23	16	13	17	4	1	1	9	2	8
"199"	"TRINITY_DN10448_c0_g1"	-2.31365896960954	1.01470701961853	-6.49193713692424	1.72382988290249e-05	0.000747768826344079	3.26599513523225	260	134	298	134	182	136	50	10	15	16	18	60
"200"	"TRINITY_DN10452_c0_g1"	-1.05333841328219	1.179273309033	-4.95131900791464	0.00023958931741267	0.00307270932098376	0.721096792641426	166	120	97	145	148	117	53	27	22	39	47	71
"201"	"TRINITY_DN10458_c0_g1"	-0.980349062633773	2.26479844497768	-3.03795343215049	0.00920743257006108	0.033701146042002	-2.96322313515827	372	306	273	339	185	187	121	89	56	31	132	190
"202"	"TRINITY_DN10463_c0_g1"	-1.09856295906663	1.41799855081981	-4.19447762333812	0.000978331033674978	0.00724603626900266	-0.672420596743471	173	145	201	156	160	117	64	29	16	65	55	94
"203"	"TRINITY_DN10468_c1_g1"	-1.47598918726976	1.57929509788894	-3.47638427257594	0.00391041683945185	0.0186459997440503	-2.03463216953192	273.96	185.83	195.45	139.1	358.43	129.34	206.62	13.05	26.39	36.64	54.92	59.82
"204"	"TRINITY_DN10468_c1_g3"	-1.40364337276015	0.39365392363715	-3.96945004967884	0.00150409807051021	0.00970247914390555	-0.98826425558187	120.39	41.5	94.68	70.55	117.55	102.01	36.16	11.46	7.31	26.3	24.8	28.91
"205"	"TRINITY_DN1047_c0_g1"	0.54516246544507	4.38269046528166	3.90685950332113	0.00169655202164348	0.0105113659435299	-1.62915328391807	760	693	535	591	783	624	672	702	640	855	718	663
"206"	"TRINITY_DN10471_c1_g1"	-1.44796517119347	-0.196947909405492	-3.21730121031288	0.00648617678920474	0.0264326775030553	-2.3091946744728	57	42	117	69	29	70	28	3	5	10	23	27
"207"	"TRINITY_DN10471_c1_g3"	1.41579037512798	-1.16144587328755	3.73520259089862	0.00236385283008969	0.0132127360513213	-1.31098506978195	11	8	22	13	19	4	21	20	12	21	24	16
"208"	"TRINITY_DN10473_c0_g1"	0.590126637673997	6.10532318290966	4.65342584604932	0.000413494266710154	0.00420460644087425	-0.457655500016613	2169.57	2261.12	1759.22	1962.37	1987.05	1817.44	2725.77	2801.15	2947.19	2656.19	1997.85	2240.19
"209"	"TRINITY_DN10475_c0_g1"	-1.62879332303277	3.35723893739214	-6.05974047920043	3.48943744462145e-05	0.00104480282174146	2.45879909363508	745.92	711	760.59	838.63	722.81	478.91	237.99	57	68.65	172.13	191	373
"210"	"TRINITY_DN1048_c0_g1"	-0.577767836889495	4.07962130281506	-3.9040133161627	0.00170587887705131	0.0105449898882994	-1.57875272143892	738	1011	912	627	846	633	350	302	254	453	389	524
"211"	"TRINITY_DN10482_c0_g1"	-0.745037467725071	3.11580021498046	-6.65894871138885	1.32169442114206e-05	0.000666265653975057	3.44489128047313	414	449	501	476	425	389	231	135	136	168	175	224
"212"	"TRINITY_DN10484_c0_g1"	0.633246199284516	3.7348615109898	4.68844333980428	0.000387580325693027	0.00405148802440775	-0.0411747369037956	448	388	379	487	388	431	403	434	454	446	464	502
"213"	"TRINITY_DN10485_c0_g1"	-0.401253275681386	3.34085851704703	-3.53230634185556	0.00350654547977093	0.0172677008927193	-2.18453437691068	500	434	445	486	466	419	297	145	194	211	269	310
"214"	"TRINITY_DN10486_c0_g1"	-0.502220720374958	6.3527934662788	-3.00616598306671	0.00979652353819899	0.0352201469236239	-3.67755240409439	4086	3300	3315	3318	3314	3099	2890	1350	1027	2238	2036	3244
"215"	"TRINITY_DN10494_c0_g2"	0.716346281992638	2.90491971448919	3.01108026145943	0.00970306890604105	0.0349716450167723	-3.11988443916405	355.86	288.85	138.91	154.05	278.88	251.66	304.38	236.75	198.56	220.93	198.97	404.94
"216"	"TRINITY_DN10497_c0_g1"	-1.06599574367032	-1.02301757445737	-3.02565605206659	0.00943104548246712	0.0342445314200549	-2.57967459072822	27	38	35	25	25	19	10	13	5	14	9	4
"217"	"TRINITY_DN105_c0_g1"	-0.564084745004709	5.55601763113078	-3.46640836866122	0.00398725118045045	0.0188895224196344	-2.66348621446911	2035.57	1993.83	2304.8	1970.92	1925.01	2086.28	1343.48	491	778.11	1283.81	1282.44	1778.71
"218"	"TRINITY_DN1050_c0_g1"	-1.74315030414363	5.28724506291156	-5.54757949803872	8.3226004382435e-05	0.00170374395217468	1.34109798495743	2838	3183	2219	2248	2574	2387	1268	313	127	884	739	999
"219"	"TRINITY_DN10501_c0_g1"	-1.28363826135817	2.07652651483617	-5.0969356585027	0.000184251204699114	0.0026359783240177	0.910940738090613	254.65	266.71	334	208	251.84	280.64	102.06	24	46.78	110.04	93.32	93.88
"220"	"TRINITY_DN10501_c0_g2"	-0.846210695997036	1.54786456095841	-3.59492864493281	0.00310404164546433	0.0159134191059716	-1.81685930965694	166	151	174	160	112	175	76	40	74	69	51	41
"221"	"TRINITY_DN10501_c1_g1"	-2.08026071332637	4.46511151913754	-10.1037855672538	1.18008837118752e-07	0.000100764019420846	8.10276068133894	1965.99	1458	1751	1868	1479.06	1460	425	162	126	232	454	518.98
"222"	"TRINITY_DN10502_c0_g1"	-1.49990428219256	2.39800324987581	-4.47031374303195	0.000581402459120614	0.00518262790963917	-0.257625037639978	413	353	405	340	419	241	129	25	28	97	167	176
"223"	"TRINITY_DN10504_c0_g2"	0.50153458334345	5.80314438605058	5.02237800524359	0.000210696980971793	0.00284025132596251	0.276260534757499	1809	1626	1694	1616	1679	1671	1762	2232	1923	1942	1880	2067
"224"	"TRINITY_DN105057_c0_g1"	1.65809987117299	-1.0902054241732	5.2884906242353	0.000130988548750019	0.00217067693630841	1.31322458394857	14	15	16	9	8	6	29	17	23	25	21	16
"225"	"TRINITY_DN10508_c0_g1"	-2.07927058209852	1.0011206132443	-7.65280411982878	2.93643170541144e-06	0.000381125016978332	4.92692649029058	204	228	141	155	198	92	41	15	30	20	18	35
"226"	"TRINITY_DN10508_c0_g2"	-2.10693482258052	-0.288539734747891	-5.53473001508065	8.51007780285903e-05	0.00172962500178585	1.73538403070012	76	130	60	49	100	30	9	6	7	10	17	11
"227"	"TRINITY_DN10517_c0_g1"	1.19399968545725	-0.509606814470251	4.71917085043878	0.000366227345056817	0.00391531422242456	0.389232882965672	21	17	24	18	16	15	26	35	23	32	27	23
"228"	"TRINITY_DN1052_c0_g2"	-1.19954495377048	1.60270230383611	-5.12150415990017	0.000176313752678119	0.00257464101401752	0.991910954796925	138	201	273	211	156	150	73	30	52	35	70	67
"229"	"TRINITY_DN10520_c0_g1"	-1.83696146856962	-0.174447239567651	-4.98402008877354	0.000225812939846823	0.00296397753204282	0.839214946939759	94	63	66	90	83	30	13	2	11	16	18	19
"230"	"TRINITY_DN10523_c0_g1"	0.253401330626837	5.84035718238092	3.25235976947816	0.00605662626365138	0.0251782815719951	-3.13235951126208	1993	1953	1860	2064	1765	1615	1823	1757	1618	1959	1928	1960
"231"	"TRINITY_DN10525_c0_g1"	1.09515914873594	2.44514238644765	3.1674229156096	0.00715027948254819	0.0283659516285904	-2.7531457032724	103	211	126	190	124	174	245	201	100	138	170	661
"232"	"TRINITY_DN1053_c0_g1"	-0.569881422124653	6.0389989775186	-3.24681245439314	0.00612264889361346	0.0253779002916148	-3.1651030418353	3193.89	2199	2952.6	4081.94	2173.96	2637	2273	1537.96	1068	1385.87	1779.79	1578
"233"	"TRINITY_DN10531_c0_g1"	-0.506028673192917	4.122624321011	-4.84462844963771	0.000290932984130804	0.00342646190057793	0.199423994574397	882	775	782	769	819	722	498	258	274	397	408	594
"234"	"TRINITY_DN10534_c0_g1"	0.409933546473601	7.40009831855778	6.13697961915439	3.07042912455146e-05	0.000985422490646105	2.05532944279312	4510	5191	5340	5063	4938	4545	5999	5766	6762	6042	5651.99	6679
